id,rating,comment,cleaned_comment,keywords,sentiment,comment_length
4201035,5,пока не создать заявка выполняться только уборка техника,пока создать заявка выполняться уборка техника,"пока, создать, заявка",neutral,56
4200993,5,просить учесть показание счётчик холодный вода,просить учесть показание счётчик холодный вода,"просить, учесть, показание",neutral,46
4200921,5,так сумма начисление за декабрь так остаться висеть личный кабинет к оплата убрать её она уже оплатить,сумма начисление декабрь остаться висеть личный кабинет оплата убрать оплатить,"сумма, начисление, декабрь",neutral,102
4200782,5,спасибо мусор дверь вынести но пола не помыть,спасибо мусор дверь вынести пол помыть,"спасибо, мусор, дверь",positive,45
4200717,5,выполнить,выполнить,выполнить,neutral,9
4200630,5,быстро отреагировать заявка сразу решить проблема спасибо,быстро отреагировать заявка сразу решить проблема спасибо,"быстро, отреагировать, заявка",positive,57
4200575,5,человек выпустить но лифт нет телефон для связь по кнопка связь диспечер связь нет поэтому вызывать через сосед,человек выпустить лифт телефон связь кнопка связь диспечер связь поэтому вызывать сосед,"связь, человек, выпустить",neutral,111
4200359,5,большой спасибо за оперативность решение дать проблема,большой спасибо оперативность решение дать проблема,"большой, спасибо, оперативность",positive,54
4199856,5,вопрос решить очень быстро большой спасибо,вопрос решить очень быстро большой спасибо,"вопрос, решить, очень",positive,42
4199634,5,очень вежливый внимательный мастер всё выяснить починить,очень вежливый внимательный мастер всё выяснить починить,"очень, вежливый, внимательный",neutral,56
4199353,5,оперативно устранить протечка,оперативно устранить протечка,"оперативно, устранить, протечка",positive,29
4199328,5,всё заработать,всё заработать,"всё, заработать",neutral,14
4199209,5,всё сделать но оперативность не быть третий день после заявка о аварийный ситуация отреагировать то после доп звонок,всё сделать оперативность третий день заявка аварийный ситуация отреагировать доп звонок,"всё, сделать, оперативность",positive,116
4199183,5,быстро по дело,быстро дело,"быстро, дело",positive,14
4199041,5,очень довольный быстро качественно благодарить,очень довольный быстро качественно благодарить,"очень, довольный, быстро",positive,46
4198998,5,быстро обработать заявка быстро прислать слесарь,быстро обработать заявка быстро прислать слесарить,"быстро, обработать, заявка",positive,48
4198853,5,здравствуйте наш этаж нет запах краска так дверь красить друг этаж заявка касаться зловоние гниль кошачий туалет воскресение январь запах исчезнуть но сейчас он снова появиться усиливаться вонь возле вентиляция у квартира решить пожалуйста проблема,здравствуйте наш этаж запах краска дверь красить друг этаж заявка касаться зловоние гниль кошачий туалет воскресение январь запах исчезнуть снова появиться усиливаться вонь возле вентиляция квартира решить пожалуйста проблема,"этаж, запах, здравствуйте",negative,248
4198806,5,вежливый отзывчивый сотрудник быстро решать всё возникнуть проблема,вежливый отзывчивый сотрудник быстро решать всё возникнуть проблема,"вежливый, отзывчивый, сотрудник",neutral,67
4198650,5,быстро качественно спасибо за работа,быстро качественно спасибо работа,"быстро, качественно, спасибо",positive,36
4198475,5,спасибочки большой вы,спасибочки большой,"спасибочки, большой",positive,21
4198390,5,не понять делать далее,понять делать далее,"понять, делать, далее",neutral,22
4198291,5,очень понравиться ваш сотрудник всё проверить показать объяснить надеяться отопление проблема не быть спасибо,очень понравиться ваш сотрудник всё проверить показать объяснить надеяться отопление проблема спасибо,"очень, понравиться, ваш",neutral,109
4198286,5,огромный спасибо всё чётко предварительно перезвонить мастер прийти назначить время,огромный спасибо всё чётко предварительно перезвонить мастер прийти назначить время,"огромный, спасибо, всё",positive,83
4198232,5,добрый вечер это нет расчёт я выставлять счёт это приложение я они оплачивать,добрый вечер это расчёт выставлять счёт это приложение оплачивать,"это, добрый, вечер",neutral,77
4198125,5,у я перепутать счётчик электричество я начислить за другой квартира акт сделать просьба сделать перерасчёт сам начало период,перепутать счётчик электричество начислить квартира акт сделать просьба сделать перерасчёт начало период,"сделать, перепутать, счётчик",neutral,124
4197951,5,разъяснение получить спасибо,разъяснение получить спасибо,"разъяснение, получить, спасибо",positive,28
4197775,5,после корректировка настройка топление квартира стать тёплый,корректировка настройка топление квартира стать тёплый,"корректировка, настройка, топление",neutral,60
4197699,5,благодарить за оперативность неполадка устранить,благодарить оперативность неполадка устранить,"благодарить, оперативность, неполадка",positive,48
4197665,5,всё быстро сделать,всё быстро сделать,"всё, быстро, сделать",positive,18
4197612,5,инженер сказать показание передаваться автоматически почему квитанция начисление по электроэнергия по норматив,инженер сказать показание передаваться автоматически почему квитанция начисление электроэнергия норматив,"инженер, сказать, показание",neutral,110
4197594,5,спасибо за оперативный ответ работа,спасибо оперативный ответ работа,"спасибо, оперативный, ответ",positive,35
4197464,5,целое быстро оперативно,целое быстро оперативно,"целое, быстро, оперативно",positive,23
4197411,5,качественно особый благодарность сергей,качественно особый благодарность сергей,"качественно, особый, благодарность",positive,39
4197358,5,очень быстро спасибо,очень быстро спасибо,"очень, быстро, спасибо",positive,20
4197343,5,спасибо за быстрый качественный реагирование,спасибо быстрый качественный реагирование,"спасибо, быстрый, качественный",positive,44
4197272,5,благодарить за оперативный ответ сторона сотрудник расчётный платёжный отдел,благодарить оперативный ответ сторона сотрудник расчётный платёжный отдел,"благодарить, оперативный, ответ",positive,76
4197263,5,уборщица всё равно не подметать мой вопрос почему задать я вопрос а надо не знать какой разьяснение вы делать персонал они о это не курс,уборщица всё равно подметать вопрос почему задать вопрос знать разьяснение делать персонал это курс,"вопрос, уборщица, всё",neutral,136
4197102,5,вода горячий первый время ржавый хотеться бы чтобы устанавливать такой ситуация быстрый за час,вода горячий первый время ржавый хотеться устанавливать ситуация быстрый час,"вода, горячий, первый",positive,94
4196834,5,вопрос решить за мина,вопрос решить мина,"вопрос, решить, мина",neutral,21
4196705,5,спасибо андрей всё устранить,спасибо андрей всё устранить,"спасибо, андрей, всё",positive,28
4196686,5,батарея полностью горячий спасибо огромный за работа,батарея полностью горячий спасибо огромный работа,"батарея, полностью, горячий",positive,52
4196461,5,спасибо большой выполнить быстро замена,спасибо большой выполнить быстро замена,"спасибо, большой, выполнить",positive,39
4196374,5,спасибо за работа очень хороший человек,спасибо работа очень хороший человек,"спасибо, работа, очень",positive,39
4196292,5,спасибо мастер прийти всё сделать,спасибо мастер прийти всё сделать,"спасибо, мастер, прийти",positive,33
4196280,5,заявка выполнить,заявка выполнить,"заявка, выполнить",neutral,16
4196273,5,очень быстро отреагировать проблема решить,очень быстро отреагировать проблема решить,"очень, быстро, отреагировать",neutral,42
4196155,5,спасибо очень быстро выполнить работа,спасибо очень быстро выполнить работа,"спасибо, очень, быстро",positive,37
4196050,5,быстро понятно спасибо,быстро понятно спасибо,"быстро, понятно, спасибо",positive,22
4196018,5,очень быстро отреагировать приехать удобный время,очень быстро отреагировать приехать удобный время,"очень, быстро, отреагировать",positive,49
4196007,5,спасибо за ответ,спасибо ответ,"спасибо, ответ",positive,16
4195996,5,к кто обратиться по повод оплата квитанция другой плательщик,обратиться повод оплата квитанция плательщик,"обратиться, повод, оплата",neutral,60
4195981,5,приложение нужно дорабатывать сам писать зачисляться до день сам просить оплатить до январь а у сам нет никакой данные о поступление уже выписка приложить всё без изменение,приложение нужно дорабатывать писать зачисляться день просить оплатить январь никакой дать поступление выписка приложить всё изменение,"приложение, нужно, дорабатывать",neutral,172
4195889,5,спасибо я видеть счётчик завести программа отобразиться приложение,спасибо видеть счётчик завести программа отобразиться приложение,"спасибо, видеть, счётчик",positive,66
4195801,5,большой спасибо за выполнение работа,большой спасибо выполнение работа,"большой, спасибо, выполнение",positive,36
4195710,5,спасибо получить ключ сам не мочь просить выдать ключ трофимов степан викторович г р,спасибо получить ключ мочь просить выдать ключ трофим степан викторович,"ключ, спасибо, получить",positive,84
4195613,5,спасибо за оперативный выполнение заявка,спасибо оперативный выполнение заявка,"спасибо, оперативный, выполнение",positive,40
4195451,5,ук отреагировать быстро сантехник прийти вовремя исправить,отреагировать быстро сантехник прийти вовремя исправить,"отреагировать, быстро, сантехник",positive,58
4195438,5,чисто быстро аккуратно,чисто быстро аккуратно,"чисто, быстро, аккуратно",positive,22
4195410,5,всё разъяснить,всё разъяснить,"всё, разъяснить",neutral,14
4195403,5,заявка выполнить быстро спасибо,заявка выполнить быстро спасибо,"заявка, выполнить, быстро",positive,31
4195343,5,большой спасибо мастер который чинить батарея прислать очень быстро я даже не ожидать всё спокойно сделать спасибо,большой спасибо мастер который чинить батарея прислать очень быстро ожидать всё спокойно сделать спасибо,"спасибо, большой, мастер",positive,114
4195282,5,повторный заявка,повторный заявка,"повторный, заявка",neutral,16
4195248,5,отлично большой спасибо,отлично большой спасибо,"отлично, большой, спасибо",positive,23
4195228,5,да неисправность устранить но по время не очень быстро,неисправность устранить время очень быстро,"неисправность, устранить, время",positive,54
4195166,5,кнопка не светиться при нажатие,кнопка светиться нажатие,"кнопка, светиться, нажатие",neutral,31
4195150,5,мастер прийти день заявка это радовать розетка оказаться исправный итог по ремонт не прийтись ничего делать быть наблюдать надеяться быть работать далёкий,мастер прийти день заявка это радовать розетка оказаться исправный итог ремонт прийтись делать наблюдать надеяться работать далёкий,"мастер, прийти, день",neutral,154
4194964,5,мастер прийти вовремя поменять опломбировать счётчик всё отлично,мастер прийти вовремя поменять опломбировать счётчик всё отлично,"мастер, прийти, вовремя",positive,64
4194961,5,просить прислать акт заключение потолок образоваться пятно от протечка,просить прислать акт заключение потолок образоваться пятно протечка,"просить, прислать, акт",neutral,70
4194881,5,ужасный управлять компания,ужасный управлять компания,"ужасный, управлять, компания",negative,26
4194871,5,благодарить за чистота подъезд а то у мы там появиться неприятный запах,благодарить чистота подъезд появиться неприятный запах,"благодарить, чистота, подъезд",neutral,71
4194793,5,быстро помочь ответ чётко выразить мысль то я просить услышать,быстро помочь ответ чётко выразить мысль просить услышать,"быстро, помочь, ответ",positive,62
4194765,5,работа выполнить быстро,работа выполнить быстро,"работа, выполнить, быстро",positive,23
4194745,5,спасибо счётчик стать работать,спасибо счётчик стать работать,"спасибо, счётчик, стать",positive,30
4194731,5,январь пока запаа нет,январь пока запаа,"январь, пока, запаа",neutral,21
4194676,5,спасибо очень помочь отличный сантехник,спасибо очень помочь отличный сантехник,"спасибо, очень, помочь",positive,39
4194664,5,спасибо большой сергей сантехник прийти быстро всё отремонтировать дать дельный совет,спасибо большой сергей сантехник прийти быстро всё отремонтировать дать дельный совет,"спасибо, большой, сергей",positive,85
4194591,5,заявка выполнить спасибо за забота,заявка выполнить спасибо забота,"заявка, выполнить, спасибо",positive,34
4194537,5,отлично работать теперь,отлично работать,"отлично, работать",positive,23
4194448,5,всё понятно спасибо,всё понятно спасибо,"всё, понятно, спасибо",positive,19
4194412,5,вопрос решить спасибо,вопрос решить спасибо,"вопрос, решить, спасибо",positive,21
4194380,5,поплнять пожалуйста своевременно сейчас опять мало пакет,поплнять пожалуйста своевременно мало пакет,"поплнять, пожалуйста, своевременно",neutral,56
4194284,5,спасибо большой за работа за быстрый ответ заявка устранение,спасибо большой работа быстрый ответ заявка устранение,"спасибо, большой, работа",positive,60
4194255,5,лк у я нет задолженность оплачивать более неделя назад,задолженность оплачивать неделя назад,"задолженность, оплачивать, неделя",neutral,54
4194143,5,большой спасибо инженер,большой спасибо инженер,"большой, спасибо, инженер",positive,23
4194109,5,спасибо станислав большой,спасибо станислав большой,"спасибо, станислав, большой",positive,25
4194080,5,идеально закрываться дверь огромный спасибо мастер,идеально закрываться дверь огромный спасибо мастер,"идеально, закрываться, дверь",positive,50
4193955,5,хотеться бы чтобы передать информация отдел заниматься возврат средство получаться нет взаимодействие смежный отдел ук,хотеться передать информация отдел заниматься возврат средство получаться взаимодействие смежный отдел,"отдел, хотеться, передать",neutral,118
4193850,5,хорошо только цвет другой,цвет,цвет,neutral,25
4193778,5,спасибо большой всё оперативно устранить,спасибо большой всё оперативно устранить,"спасибо, большой, всё",positive,40
4193739,5,это учёт остальной платёж или только за электричество,это учёт остальной платёж электричество,"это, учёт, остальной",neutral,53
4193423,5,оплата за коммунальный услуга оплатить когда можно перо заказать справка,оплата коммунальный услуга оплатить перо заказать справка,"оплата, коммунальный, услуга",neutral,72
4193401,5,всё супер спасибо сантехник за решение проблема,всё супер спасибо сантехник решение проблема,"всё, супер, спасибо",neutral,47
4193160,5,спасибо за быстрый исполнение заявка,спасибо быстрый исполнение заявка,"спасибо, быстрый, исполнение",positive,36
4193119,5,спасибо за оперативный работа вопрос решить,спасибо оперативный работа вопрос решить,"спасибо, оперативный, работа",positive,43
4192998,5,оперативно качественно проффессиональный,оперативно качественно проффессиональный,"оперативно, качественно, проффессиональный",positive,40
4192859,5,спасибо всё оперативно быстро быть сделать,спасибо всё оперативно быстро сделать,"спасибо, всё, оперативно",positive,42
4192829,5,спасибо за порядок наш площадка,спасибо порядок наш площадка,"спасибо, порядок, наш",positive,31
4192809,5,отработать оперативно,отработать оперативно,"отработать, оперативно",positive,21
4192803,5,быстро класс,быстро класс,"быстро, класс",positive,12
4192799,5,неверный логин пароль,неверный логин пароль,"неверный, логин, пароль",neutral,21
4192791,5,всё оперативно спасибо,всё оперативно спасибо,"всё, оперативно, спасибо",positive,22
4192779,5,неверный логин пароль,неверный логин пароль,"неверный, логин, пароль",neutral,21
4192700,5,всё быстро чётко спасибо,всё быстро чётко спасибо,"всё, быстро, чётко",positive,24
4192664,5,надеяться закрепить а не просто втолкнуть назад проверить вечером,надеяться закрепить просто втолкнуть назад проверить вечером,"надеяться, закрепить, просто",neutral,65
4192425,5,всё работать,всё работать,"всё, работать",neutral,12
4192420,5,благодарить за оперативный решение,благодарить оперативный решение,"благодарить, оперативный, решение",positive,34
4192400,5,помыть только пол дверь где входной группа так пыль,помыть пол дверь входной группа пыль,"помыть, пол, дверь",neutral,51
4192384,5,оперативно быстро всё сделать требоваться,оперативно быстро всё сделать требоваться,"оперативно, быстро, всё",positive,41
4192338,5,первый раз за год заявка выполнить полагаться оперативно спасибо,первый год заявка выполнить полагаться оперативно спасибо,"первый, год, заявка",positive,64
4192327,5,быстро отреагировать техника позвонить то где то сделать отопление снова греть спасибо,быстро отреагировать техника позвонить сделать отопление снова греть спасибо,"быстро, отреагировать, техника",positive,86
4192161,5,отреагировать моментально сантехник найти причина быстро устранить быстро спасибо большой,отреагировать моментально сантехник найти причина быстро устранить быстро спасибо большой,"быстро, отреагировать, моментально",positive,89
4192111,5,вы хороший благодарить,хороший благодарить,"хороший, благодарить",positive,22
4191863,5,отличный работа быстро качественно,отличный работа быстро качественно,"отличный, работа, быстро",positive,34
4191852,5,отличный работа быстро качественно,отличный работа быстро качественно,"отличный, работа, быстро",positive,34
4191814,5,не доделать работа до конец уйти пока трудно оценить устранить ли причина протечка,доделать работа конец уйти пока трудно оценить устранить причина протечка,"доделать, работа, конец",neutral,82
4191800,5,очень благодарный,очень благодарный,"очень, благодарный",neutral,17
4191795,5,спасибо за ремонт приступить к работа тот же день,спасибо ремонт приступить работа день,"спасибо, ремонт, приступить",positive,49
4191725,5,посыпать песок но не везде упасть парковка разбить рука,посыпать песок везде упасть парковка разбить рука,"посыпать, песок, везде",neutral,55
4191673,5,всё объяснить обнаружить утечка сверху залитие приостановить благодарить,всё объяснить обнаружить утечка сверху залитие приостановить благодарить,"всё, объяснить, обнаружить",neutral,72
4191635,5,да заработать,заработать,заработать,neutral,13
4191625,5,спасибо мастер прийти очень быстро,спасибо мастер прийти очень быстро,"спасибо, мастер, прийти",positive,34
4191616,5,спасибо очень быстро отреагировать заменить лампа не только этаж но первый благодарить,спасибо очень быстро отреагировать заменить лампа этаж первый благодарить,"спасибо, очень, быстро",positive,86
4191610,5,сделать всё быстро,сделать всё быстро,"сделать, всё, быстро",positive,18
4191609,5,быстро сделать спасибо,быстро сделать спасибо,"быстро, сделать, спасибо",positive,22
4191309,5,спасибо хорошо убрать,спасибо убрать,"спасибо, убрать",positive,21
4191296,5,очень чисто спасибо за уборка,очень чисто спасибо уборка,"очень, чисто, спасибо",positive,29
4191260,5,большой спасибо всё выполнить оперативно качественно,большой спасибо всё выполнить оперативно качественно,"большой, спасибо, всё",positive,52
4191047,5,спасибо заявка выполнить,спасибо заявка выполнить,"спасибо, заявка, выполнить",positive,24
4190995,5,заявка отреагировать ночью мгновенно течь устранить операивно качественно спасибо весь виктор персонально,заявка отреагировать ночью мгновенно течь устранить операивно качественно спасибо весь виктор персонально,"заявка, отреагировать, ночью",positive,105
4190986,5,спасибо оперативно отреагировать перекрыть вода,спасибо оперативно отреагировать перекрыть вода,"спасибо, оперативно, отреагировать",positive,47
4190976,5,выполнить спасибо,выполнить спасибо,"выполнить, спасибо",positive,17
4190855,5,очень быстро решить проблема,очень быстро решить проблема,"очень, быстро, решить",neutral,28
4190830,5,спасибо большой вы очень аперативный,спасибо большой очень аперативный,"спасибо, большой, очень",positive,36
4190827,5,всё оперативно устранить,всё оперативно устранить,"всё, оперативно, устранить",positive,24
4190748,5,хорошо решить вопрос но тем не менее человек менее внимательный не обратить бы внимание прийти повторный счёт за коммуналка оплатить он бы дважды,решить вопрос менее человек менее внимательный обратить внимание прийти повторный счёт коммуналка оплатить дважды,"менее, решить, вопрос",neutral,145
4190727,5,чётко оперативно,чётко оперативно,"чётко, оперативно",positive,16
4190696,5,причина выяснить но дверь быть открыть так остаться вопрос не быть решить,причина выяснить дверь открыть остаться вопрос решить,"причина, выяснить, дверь",neutral,73
4190639,5,очень быстро отреагировать,очень быстро отреагировать,"очень, быстро, отреагировать",positive,26
4190613,5,частично произвести уборка засохшоя дерьмо угол так остаться не убрать,частично произвести уборка засохшой дерьмо угол остаться убрать,"частично, произвести, уборка",neutral,70
4190484,5,спасибо быстро исправить,спасибо быстро исправить,"спасибо, быстро, исправить",positive,24
4190280,5,всё быстро хорошо,всё быстро,"всё, быстро",positive,17
4190237,5,долго но всё равно спасибо,долго всё равно спасибо,"долго, всё, равно",neutral,26
4190112,5,спасибо быстро отреагировать,спасибо быстро отреагировать,"спасибо, быстро, отреагировать",positive,28
4189998,5,оперативно доброжелательно качественно огромный спасибо за помощь,оперативно доброжелательно качественно огромный спасибо помощь,"оперативно, доброжелательно, качественно",positive,65
4189874,5,быстро вовремя,быстро вовремя,"быстро, вовремя",positive,14
4189813,5,огромный спасибо за мгновенный помощь очень приятно так быстро среагировать понятно объяснить какой кнопка нажимать теперь я знать делать подобный случай ещё раз спасибо,огромный спасибо мгновенный помощь очень приятно быстро среагировать понятно объяснить кнопка нажимать знать делать подобный случай ещё спасибо,"спасибо, огромный, мгновенный",positive,169
4189802,5,быстро сработать,быстро сработать,"быстро, сработать",positive,16
4189612,5,огромный спасибо за оперативный помощь,огромный спасибо оперативный помощь,"огромный, спасибо, оперативный",positive,38
4189591,5,всё решить быстро,всё решить быстро,"всё, решить, быстро",positive,17
4189282,5,лифт засрали можито видео посмотреть кто это свинить чтобы за саба не убирать посмотретий пожалуйста видео,лифт засрали можито видео посмотреть это свинить саба убирать посмотретий пожалуйста видео,"видео, лифт, засрали",neutral,106
4189200,5,спасибо огромный андрей мастер свой дело,спасибо огромный андрей мастер свой дело,"спасибо, огромный, андрей",positive,40
4189189,5,благодарить,благодарить,благодарить,neutral,11
4189147,5,отличный мастер приходить отзывчивый всё устранить,отличный мастер приходить отзывчивый всё устранить,"отличный, мастер, приходить",positive,50
4188873,5,ура спасибо большой а можно они ещё отрегулировать чтобы медленно закрываться дверь,ура спасибо большой ещё отрегулировать медленно закрываться дверь,"ура, спасибо, большой",positive,83
4188867,5,вот это скорость выполнение заявка вот это я понимать пример весь остальной спасибо большой,это скорость выполнение заявка это понимать пример весь остальной спасибо большой,"это, скорость, выполнение",positive,91
4188741,5,вода дать но не понятно почему она не быть,вода дать понятно почему,"вода, дать, понятно",neutral,42
4188691,5,прислать быстро всё исправить щиток оказаться у многий плохо прикрутить контакт спасибо,прислать быстро всё исправить щиток оказаться многий плохо прикрутить контакт спасибо,"прислать, быстро, всё",positive,87
4188688,5,оперативно качественно доброжелательно,оперативно качественно доброжелательно,"оперативно, качественно, доброжелательно",positive,38
4188654,5,благодарить вы за быстрый услуга,благодарить быстрый услуга,"благодарить, быстрый, услуга",positive,32
4188649,5,благодарить за выполнить работа быстро качественно,благодарить выполнить работа быстро качественно,"благодарить, выполнить, работа",positive,50
4188411,5,отличный работа спасибо,отличный работа спасибо,"отличный, работа, спасибо",positive,23
4188357,5,оперативно помочь,оперативно помочь,"оперативно, помочь",positive,17
4188302,5,протечка устранить спасибо,протечка устранить спасибо,"протечка, устранить, спасибо",positive,26
4188256,5,спасибо большой квартира а правда очень тепло стать сделать отопление вот значит опытный сантехник,спасибо большой квартира правда очень тепло стать сделать отопление значит опытный сантехник,"спасибо, большой, квартира",positive,98
4188199,5,этот же автомобиль это же место припарковать данный момент из за это автомобиль участок еле проходимый,автомобиль это место припарковать данный момент это автомобиль участок еле проходимый,"автомобиль, это, место",neutral,102
4188140,5,добрый день спасибо за понимание быстрый решение,добрый день спасибо понимание быстрый решение,"добрый, день, спасибо",positive,48
4188136,5,спасибо за решение проблема,спасибо решение проблема,"спасибо, решение, проблема",neutral,27
4188133,5,время устранить,время устранить,"время, устранить",neutral,15
4188057,5,большой вы спасибо,большой спасибо,"большой, спасибо",positive,18
4188030,5,спасибо оперативно всё починить,спасибо оперативно всё починить,"спасибо, оперативно, всё",positive,31
4188008,5,мастер оперативно найти причина протечка,мастер оперативно найти причина протечка,"мастер, оперативно, найти",positive,40
4187925,5,отлично всё устранить краткий срок благодарить,отлично всё устранить краткий срок благодарить,"отлично, всё, устранить",positive,46
4187767,5,пока работать всё хорошо,пока работать всё,"пока, работать, всё",neutral,24
4187651,5,убрать,убрать,убрать,neutral,6
4187591,5,мастер супер спасибо огромный,мастер супер спасибо огромный,"мастер, супер, спасибо",positive,29
4187529,5,спасибо огромный всё профессионально,спасибо огромный всё профессионально,"спасибо, огромный, всё",positive,36
4187508,5,всё работать спасибо,всё работать спасибо,"всё, работать, спасибо",positive,20
4187459,5,андрей товарищ всё исправить отличный работа,андрей товарищ всё исправить отличный работа,"андрей, товарищ, всё",positive,44
4187426,5,я сделать ремонт коридор если подвал сухо но надеяться от грибок квартира большой нет благодарить за фото,сделать ремонт коридор подвал сухо надеяться грибок квартира большой благодарить фото,"сделать, ремонт, коридор",neutral,105
4187271,5,спасибо огромный у мы самолёт первоклассный специалист,спасибо огромный самолёт первоклассный специалист,"спасибо, огромный, самолёт",positive,54
4187234,5,ну здесь целое мочь сказать заявка выполнить здесь вы спасибо,целое мочь сказать заявка выполнить спасибо,"целое, мочь, сказать",positive,61
4187231,5,спасибо большой за компетентный разъяснение вопрос,спасибо большой компетентный разъяснение вопрос,"спасибо, большой, компетентный",positive,50
4187213,5,быть бы хорошо чтобы они не ломаться каждый женя они же новый,ломаться каждый женя новый,"ломаться, каждый, женя",neutral,61
